_time,1# in COD,1# in TP,1#in NH3,1#in TN,2# in COD,2# in NH3,in orthophosphate,A2O_A_rarefied DO,A2O_B_Oxic DO,A2O_A_Oxic MLSS,A2O_B_Oxic MLSS,PAM1_display,PAM2_display,3# PAC,4# PAC,NaClO #1 Output Flow Meter Display,NaClO #2 Chemical Injection Flow Display,out COD,out NH3,out TN,out TP,out orthophosphate
2025-01-01 08:30:00+08:00,122.8000030517578,122.8000030517578,35.26345179905401,37.64348220825195,51.900001525878906,10.250350820908851,0.4969999999999999,0.5621487606655468,0.9845340945503928,6912.872727272727,5754.763636363637,410.941806877984,459.1934616088867,131.104615105523,131.104615105523,48.11457913716634,8.937514306190941,17.799999237060547,0.8721410029942227,5.169000148773193,0.2370000034570694,0.1813793103448275
2025-01-01 09:00:00+08:00,147.2896252038344,147.2896252038344,35.73270034790039,38.48618453403689,51.900001525878906,8.963760375976562,0.4836999999999998,0.5601630454478057,0.9443233964640066,6923.084862385321,5779.334862385321,415.63419935438367,458.2567172580296,99.98697662353516,99.98697662353516,48.14592456817627,9.277249328957664,17.799999237060547,0.8674560189247131,5.157909219915217,0.2370000034570694,0.1739666666666665
2025-01-01 09:30:00+08:00,275.5,275.5,35.73270034790039,39.58536148071289,90.72569071918451,8.963760375976562,0.4628666666666666,0.7098397261057144,0.803326079638108,6546.423913043478,6129.417391304348,411.41813490125867,455.6993018256293,99.98697662353516,99.98697662353516,48.13579737345378,8.924011677834724,17.88699956893921,0.8674560189247131,5.046999931335449,0.2370000034570694,0.1615666666666666
2025-01-01 10:00:00+08:00,275.5,275.5,35.73270034790039,39.58536148071289,104.8000030517578,8.963760375976562,0.4524333333333332,0.7024561234733515,0.7988038746447399,6546.442307692308,6201.6165254237285,415.835654703776,458.1420657687717,99.98697662353516,99.98697662353516,48.13242195977105,8.93100412171334,17.899999618530273,0.8674560189247131,5.046999931335449,0.223382998406887,0.1543999999999999
2025-01-01 10:30:00+08:00,275.5,275.5,37.05884614962976,39.58536148071289,104.8000030517578,9.185091473640652,0.4378333333333332,0.7074460998691362,0.7986521669056105,6640.160869565218,6257.765217391305,410.52551625569663,453.2008394029405,99.98697662353516,99.98697662353516,48.05646964179145,9.004545091340939,17.899999618530273,0.8243596441674941,5.046999931335449,0.2216999977827072,0.1571666666666666
2025-01-01 11:00:00+08:00,237.50576855586127,237.50576855586127,37.25040054321289,38.78172852442815,104.8000030517578,10.572099685668944,0.4073,0.716282594203949,0.7991594754416367,6660.205128205128,6381.724358974359,417.67405683729385,462.0684285481771,99.98697662353516,99.98697662353516,47.98919802771674,9.339457723498343,17.899999618530273,0.7355549931526184,5.158747506373137,0.2216999977827072,0.1605
2025-01-01 11:30:00+08:00,103.6999969482422,103.6999969482422,37.25040054321289,37.80710983276367,72.4800018310547,10.572099685668944,0.3819,0.7216847767000613,1.1313362018815405,7148.702586206897,6492.303879310345,411.79789479573566,455.7043657090929,99.98697662353516,99.98697662353516,48.08805609809028,9.473519213000934,15.966666452812426,0.7355549931526184,6.197999954223633,0.2216999977827072,0.1622333333333333
2025-01-01 12:00:00+08:00,103.6999969482422,103.6999969482422,37.25040054321289,37.80710983276367,64.4000015258789,10.572099685668944,0.3648,0.7212942295369849,1.1763053014215117,7249.592920353983,6556.738938053098,418.00318196614586,462.8532670762804,99.98697662353516,99.98697662353516,48.040073818630646,9.328607419464324,15.699999809265137,0.7355549931526184,6.197999954223633,0.2065070658320128,0.1578333333333333
2025-01-01 12:30:00+08:00,103.6999969482422,103.6999969482422,32.202738444010414,37.80710983276367,64.4000015258789,10.264314574164311,0.3431333333333333,0.7271046908492715,1.1421551766066715,7252.724358974359,6531.006355932203,410.59640536838106,454.1079247368706,99.98697662353516,99.98697662353516,48.14930025736491,9.283277251323064,15.699999809265137,0.6804130392916062,6.197999954223633,0.2047999948263168,0.1526666666666666
2025-01-01 13:00:00+08:00,101.8270251299884,101.8270251299884,31.388599395751957,36.38078009115683,64.4000015258789,8.294489860534668,0.3167,0.727349528559932,1.1065940397595049,7235.529545454546,6512.1,414.7249457465278,447.1112872653537,99.98697662353516,99.98697662353516,48.036698214213054,9.350790257255236,15.699999809265137,0.5597900152206421,6.1410908699035645,0.2047999948263168,0.1546999999999999
